사업장명,소재지전화,소재지면적,소재지전체주소,도로명전체주소,도로명우편번호,좌표정보(x),좌표정보(y),위도,경도
그레이트 동물병원,031-716-7975,103.35,경기도 성남시 분당구 정자동 126-2번지,"경기도 성남시 분당구 정자로 80, 1층 (정자동, 정자프라자)",13612.0,210010.1494,429016.7425,37.36315447125173,127.1137874432642
미래동물의료센터,031-705-2475,318.5,경기도 성남시 분당구 서현동 80-1,"경기도 성남시 분당구 서현로255번길 1, 1층 (서현동)",13572.0,211414.9752,431396.0575,37.38457636348356,127.12968197524816
야탑서울동물병원,0505-315-1234,33.33,경기도 성남시 분당구 야탑동 274-3번지,"경기도 성남시 분당구 벌말로 33, 206호 (야탑동, 일심조합상가)",13504.0,212139.1792,434331.3753,37.411014782687865,127.13790722947452
에버펫동물병원,031-714-1175,0.0,경기도 성남시 분당구 금곡동 161 천사의도시1 오피스텔 121호,"경기도 성남시 분당구 성남대로 165, 천사의도시1 오피스텔 121호 (금곡동)",13615.0,209524.6754,427639.8526,37.35075350351241,127.10828970032436
서공동물병원,031-711-2244,126.66,경기도 성남시 분당구 수내동 58-1번지 동신파크빌딩 204호,"경기도 성남시 분당구 내정로 170, 동신파크빌딩 204호 (수내동)",13599.0,210528.0144,430160.2073,37.37345159171557,127.1196494008594
본오365동물병원,437-0365,133.32,경기도 안산시 상록구 본오동 870-7번지,"경기도 안산시 상록구 석호로 302-1, 1층 (본오동)",15551.0,187883.755,421268.86,37.29331768226637,126.8641452299205
반월동물병원,407-0075,31.6,경기도 안산시 상록구 건건동 536-5번지,"경기도 안산시 상록구 건건로 117, 101,102호 (건건동)",15521.0,191477.1569,423261.2319,37.311309598519664,126.90464802345672
한국동물선진의료연구소(KASMINE) 동물심혈관신장센터,031-716-9001,481.0,경기도 성남시 분당구 구미동 204-1번지,"경기도 성남시 분당구 미금로 43, 정운빌딩 1층 (구미동)",13625.0,210206.5437,426124.7009,37.33709447276709,127.1159648358955
분당우리동물의료센터,031-705-0175,201.6,경기도 성남시 분당구 이매동 120-6번지 새남서울조합상가 202호,"경기도 성남시 분당구 양현로94번길 19, 새남서울조합상가 202호 (이매동)",13568.0,211107.2443,432126.8165,37.39116431811682,127.12621814007834
메르시 동물병원,0317070701,0.0,경기도 성남시 분당구 판교동 590 티에스로드2 201호,"경기도 성남시 분당구 운중로 255, 티에스로드2 201호 (판교동)",13477.0,208031.7308,431939.4573,37.38950770775139,127.09148593364061
판교종합 동물병원,8016-7507,52.91,경기도 성남시 분당구 백현동 545 백현마을 A21-2 나상가 104동,경기도 성남시 분당구 동판교로 122 (백현동),13527.0,210456.9265,432348.0483,37.39316516232612,127.11887754835948
판교 행복한 동물병원,8017-5575,89.7,경기도 성남시 분당구 삼평동 718번지 봇들마을4단지아파트,"경기도 성남시 분당구 동판교로 226, 204, 205, 206호 (삼평동, 봇들마을4단지아파트)",13491.0,210373.1028,433495.8355,37.40350780465804,127.11794694261525
정다운동물병원,482-5793,129.4,경기도 안산시 단원구 고잔동 634-4 덕성빌딩 201호,"경기도 안산시 단원구 예술대학로 137, 덕성빌딩 201호 (고잔동)",15262.0,185583.6143,425270.9278,37.329344329054805,126.83812664994049
삼성동물병원,494-1119,0.0,경기도 안산시 단원구 원곡동 826-11,경기도 안산시 단원구 원선로 57 (원곡동),15374.0,182083.6443,425330.453,37.32981954551814,126.79863441431175
조이동물의료센터,492-8555,0.0,경기도 안산시 단원구 원곡동 846-3 라성프라자,"경기도 안산시 단원구 화랑로 103, 라성프라자 C동 2층 201호 (원곡동)",15382.0,182294.9853,425039.319,37.32720043578809,126.8010259959902
남현우동물병원,717-7577,0.0,경기도 성남시 분당구 수내동 29번지 양지마을한양아파트 603동 139호,"경기도 성남시 분당구 내정로173번길 11, 603동 139호 (수내동, 양지마을한양아파트)",13597.0,210421.2324,430307.0587,37.37477594464189,127.11844590477185
나라 동물병원,712-0707,0.0,경기도 성남시 분당구 구미동 205-1번지 오성프라자 113호,"경기도 성남시 분당구 미금로 48, 오성프라자 113호 (구미동)",13626.0,210257.697,426206.8043,37.3378336826335,127.11654319728174
시드니동물병원,723-7508,81.5,경기도 성남시 수정구 태평동 5104번지,경기도 성남시 수정구 태평로 10 (태평동),13306.0,211258.106,438416.4515,37.447832684484396,127.12801702530699
동물은 내친구 동물병원,416-0075,115.5,경기도 안산시 상록구 본오동 879-16,경기도 안산시 상록구 반석로 5 (본오동),15539.0,187624.0418,421744.5494,37.297600338983266,126.8612082699329
우성동물병원,707-1776,0.0,경기도 성남시 분당구 서현동 95번지 분당우성프라자,"경기도 성남시 분당구 돌마로 481, 분당우성프라자 (서현동)",13589.0,211698.5886,430637.3596,37.37773687014798,127.13287246821946
수 동물병원,8017-0130,88.4,경기도 성남시 분당구 운중동 967,"경기도 성남시 분당구 운중로 141, 101-1호 (운중동)",13461.0,206920.1,432200.515,37.39186876003106,127.07893554814554
우리펫동물병원,493-3535,0.0,경기도 안산시 단원구 신길동 1612번지 1층 104-1호,"경기도 안산시 단원구 신길로 8, 1층 104-1호 (신길동)",15402.0,181037.7273,425451.5445,37.330889780154635,126.78682998033278
24시 온누리동물메디컬센터,487-7500,608.8,경기도 안산시 단원구 고잔동 525-1,경기도 안산시 단원구 광덕대로 251 (고잔동),15358.0,184842.5217,424142.2648,37.31916298984319,126.82978789928957
동물사랑동물병원,413-4402,0.0,경기도 안산시 단원구 선부동 1087-30 104호,"경기도 안산시 단원구 선부로 195 (선부동, 서울빌딩)",15217.0,183686.9094,426661.407,37.341841329858255,126.81669508072817
꿈의동물병원,417-7581,0.0,경기도 안산시 단원구 고잔동 718-5번지 대림프라자 102호,"경기도 안산시 단원구 광덕1로 159 (고잔동, 대림프라자 102호)",15476.0,184621.5543,422922.2758,37.308166962784505,126.8273203812014
분당밝은아이동물병원,031-754-0201,134.06,경기도 성남시 중원구 여수동 312번지,"경기도 성남시 중원구 성남대로997번길 51-16, 1층 (여수동)",13439.0,211079.3492,435001.0993,37.41706226544848,127.12594595084622
25시 동물병원,031-731-0025,73.08,경기도 성남시 중원구 은행동 1589,경기도 성남시 중원구 산성대로504번길 1 (은행동),13157.0,214348.2737,439331.9095,37.45603845047162,127.16295665856302
도란도란동물병원,408-8584,0.0,경기도 안산시 상록구 사동 1201-3번지,경기도 안산시 상록구 용신로 266 (사동),15581.0,186802.1616,422346.9332,37.30301662509718,126.85192797669069
가나동물병원,721-7582,38.88,경기도 성남시 수정구 신흥동 5536번지,"경기도 성남시 수정구 수정로 160 (신흥동, 신흥상가)",13338.0,212126.0216,437823.4453,37.442478766540965,127.13781563273824
쿨펫동물병원,711-7509,0.0,"경기도 성남시 분당구 구미동 159번지 월드쇼핑,삼성SDA","경기도 성남시 분당구 탄천상로151번길 20, 월드쇼핑,삼성SDA (구미동)",13636.0,209409.1602,426451.3589,37.34004609517242,127.10697097005531
조은동물병원,741-1701,54.88,경기도 성남시 중원구 성남동 2759 미래타운,"경기도 성남시 중원구 광명로142번길 3, 미래타운 B101호 (성남동)",13359.0,212689.7372,437272.0023,37.43750271930618,127.14417628564938
아프리카 동물병원,705-7776,0.0,경기도 성남시 분당구 서현동 255-1 풍림아이원플러스 108호,"경기도 성남시 분당구 서현로 170, 풍림아이원플러스 108호 (서현동)",13590.0,210776.0482,431880.7858,37.38895143258874,127.12247455437021
Dr. 오즈 동물병원,701-8225,0.0,경기도 성남시 분당구 서현동 312-1번지 109호,"경기도 성남시 분당구 분당로263번길 39, 109호 (서현동, 레이디파크)",13587.0,212344.8285,430004.4904,37.37202629276168,127.14015831677105
분당중앙 동물병원,031-708-8875,0.0,경기도 성남시 분당구 서현동 88번지 서현 지엔느 108호,"경기도 성남시 분당구 중앙공원로39번길 49, 서현 지엔느 108호 (서현동)",13588.0,210978.4267,431309.2327,37.383799298704695,127.12475141309508
건국 동물병원,031-721-4111,57.84,경기도 성남시 수정구 태평동 3659번지 낙원스카이뷰 109호,"경기도 성남시 수정구 수정로 131, 109호 (태평동, 낙원스카이뷰)",13305.0,211845.2692,437775.7293,37.44205245859669,127.13464231907572
우리동물병원,031-719-5725,0.0,경기도 성남시 분당구 정자동 56-1번지,경기도 성남시 분당구 백현로156번길 17-2 (정자동),13609.0,210025.3459,429922.2448,37.371313042002214,127.11397116135021
서현동물병원,707-3334,0.0,경기도 성남시 분당구 서현동 89 서현파크플라자 142호,"경기도 성남시 분당구 중앙공원로31번길 42, 서현파크플라자 1층 142호 (서현동)",13588.0,211043.7793,431230.6895,37.383090841782945,127.12548816854971
모란동물병원,752-7779,30.0,경기도 성남시 중원구 성남동 4123번지 매가프라자 106호,"경기도 성남시 중원구 성남대로 1126, 106호 (성남동, 매가프라자)",13365.0,211427.1317,436475.8835,37.43034599278006,127.1298973115531
분당파크뷰 동물병원,031-713-2111,0.0,경기도 성남시 분당구 정자동 6번지 파크뷰상가 112호,"경기도 성남시 분당구 정자일로 248, 112호 (정자동, 파크뷰상가)",13554.0,209395.1397,430300.5963,37.37472860292099,127.10686121148606
AtoZ동물병원,031-8016-8206,0.0,경기도 성남시 분당구 백현동 530 알파리움2단지,"경기도 성남시 분당구 판교역로 145, 라스트리트2동 2층 213호 (백현동, 알파리움2단지)",13530.0,209526.9629,432419.1618,37.393815860845045,127.10837658223836
서현 동물병원,031-755-5095,138.84,경기도 성남시 중원구 하대원동 100-7,"경기도 성남시 중원구 성남대로 1110, 1층 (하대원동)",13385.0,211426.8418,436306.8986,37.42882342997323,127.12989143628853
백현 동물병원,705-7511,0.0,경기도 성남시 분당구 백현동 597-1,"경기도 성남시 분당구 동판교로52번길 6, 외 1필지(분당구 동판교로52번길 8) 1층 (백현동)",13535.0,210044.735,431718.6785,37.38749898101496,127.11421427165278
이진수고양이병원,726-7582,0.0,경기도 성남시 분당구 판교동 619-9,경기도 성남시 분당구 판교공원로5길 15 (판교동),13477.0,207883.8957,432008.6645,37.39013253303318,127.08981727553962
24시 폴 동물병원,717-7558,141.5,경기도 성남시 분당구 정자동 15-2,"경기도 성남시 분당구 성남대로 385, 102호 (정자동, 분당클리닉빌딩)",13555.0,209451.0803,429838.7066,37.3705663348759,127.10748692766106
상록 동물병원,716-8275,0.0,경기도 성남시 분당구 정자동 126-1번지,경기도 성남시 분당구 정자로 78 (정자동),13612.0,209985.5603,429016.5292,37.36315281250699,127.11350987170677
활기찬동물병원,781-7525,0.0,경기도 성남시 분당구 분당동 90-3 성창빌딩 201호,"경기도 성남시 분당구 장안로 35, 성창빌딩 201호 (분당동)",13583.0,212608.5702,429791.7885,37.37010628727975,127.14313225238627
최재호 한방동물병원,031-722-2235,40.51,경기도 성남시 중원구 성남동 4700 성남여수엘에이치1단지 상가동 102호,"경기도 성남시 중원구 둔촌대로63번길 11, 상가동 102호 (성남동, 성남여수엘에이치1단지)",13374.0,211023.7138,436560.1235,37.43110986341334,127.12534060190438
펫 앤 쉘터 동물병원,714-8392,0.0,경기도 성남시 분당구 수내동 87-1,"경기도 성남시 분당구 불정로 266, 2층 (수내동, 그린플라자)",13601.0,211239.6345,429456.0366,37.367098600075565,127.12767283960892
아름동물병원,706-7595,0.0,경기도 성남시 분당구 이매동 137-4번지 신흥코아 102호,"경기도 성남시 분당구 성남대로779번길 52, 신흥코아 102호 (이매동)",13523.0,210803.525,433051.775,37.3995018799757,127.12280182447539
성남동물병원,752-7582,0.0,경기도 성남시 중원구 하대원동 127-3 3호,"경기도 성남시 중원구 둔촌대로 243, 3호 (하대원동)",13388.0,212773.1548,436296.3513,37.42871090160335,127.14510206453241
퍼피즌동물병원,02-541-2651,0.0,서울특별시 강남구 삼성동 34-3 키스톤빌딩,"서울특별시 강남구 선릉로 636, 키스톤빌딩 1층 (삼성동)",6093.0,203734.2719,445664.7051,37.51319997832188,127.04302624016624
개포동물병원,02-3412-7582,0.0,서울특별시 강남구 개포동 186-17번지 개포종합상가 1층,"서울특별시 강남구 개포로 512 (개포동, 개포종합상가 1층)",6329.0,206016.3899,443010.28,37.48927177134386,127.06881747953473
자연동물병원,02-576-8275,0.0,서울특별시 강남구 개포동 1211번지,서울특별시 강남구 개포로 260 (개포동),6309.0,204434.591,441898.4531,37.47926303571928,127.05092509021122
서울동물심장병원,02-6203-7588,0.0,서울특별시 강남구 역삼동 689-2 PRODIGY TOWER,"서울특별시 강남구 언주로 542, PRODIGY TOWER 1~2층 (역삼동)",6147.0,203543.6147,444942.8267,37.50669661348866,127.04086632920762
수서동물병원,02-459-5955,0.0,서울특별시 강남구 수서동 595번지 제이스프라자 109호,"서울특별시 강남구 광평로 196, 1층 109호 (수서동, 제이스프라자)",6362.0,208235.2014,442436.188,37.48408224982177,127.0938997463563
압구정동물의료센터,02-547-7588,0.0,서울특별시 강남구 신사동 617 성수빌딩,"서울특별시 강남구 압구정로 226, 성수빌딩 103호 (신사동)",6023.0,202807.8506,447380.3865,37.52866140654829,127.03255402077401
중계이오동물병원,939-7579,0.0,"서울특별시 노원구 중계동 360-9 두타빌 A동 111,112호","서울특별시 노원구 한글비석로 245 (중계동, 두타빌 A동 111,112호)",1743.0,206670.8165,460805.1521,37.64959686829792,127.07637751961909
펫가든,951-7707,0.0,서울특별시 노원구 중계동 361번지,서울특별시 노원구 노원로 330 (중계동),1746.0,206204.4451,460466.4407,37.64654839682095,127.07108998324219
엔젤동물병원,977-0275,0.0,서울특별시 노원구 공릉동 362-3번지,서울특별시 노원구 동일로 1104 (공릉동),1839.0,206275.365,458463.7118,37.62850379456356,127.07187656424091
은마로동물병원,931-1575,0.0,서울특별시 노원구 중계동 450,"서울특별시 노원구 한글비석로 363, 종로약국 (중계동)",1699.0,206497.9622,461727.7088,37.6579100944877,127.07442694581313
노원N동물의료센터,919-0075,0.0,서울특별시 노원구 상계동 318-2 (주)노원24시동물의료센터,"서울특별시 노원구 노원로 408, (주)노원24시동물의료센터 1,2,4층 (상계동)",1704.0,205942.293,461202.0041,37.65317735416941,127.06812544432603
메인동물병원,02-979-8575,0.0,서울특별시 노원구 공릉동 576-22,"서울특별시 노원구 동일로 1025, 1층 (공릉동)",1858.0,206460.0156,457696.8552,37.6215933132575,127.07396163715833
스마트동물병원,02-952-7582,0.0,서울특별시 노원구 상계동 397-5,"서울특별시 노원구 노원로 470, 1층 (상계동, 금녕빌딩)",1685.0,205733.0716,461788.2832,37.658460892538926,127.06575908700489
키움 동물병원,02-949-7582,0.0,서울특별시 노원구 공릉동 90-1 해중빌딩 105호,"서울특별시 노원구 노원로1길 9 (공릉동, 해중빌딩)",1827.0,207557.4224,457764.278,37.62219249320161,127.0863929303672
그린동물병원,02-936-0907,0.0,서울특별시 노원구 상계동 78 15통2반 진로유통조합아파트 1102호,"서울특별시 노원구 노원로 540 (상계동, 상계주공아파트 9단지상가)",1676.0,205171.3464,462120.5082,37.661457447100915,127.05939546021752
고려동물병원,3391-0075,0.0,서울특별시 노원구 상계동 79-145 44통4반,"서울특별시 노원구 덕릉로 738 (상계동, 정진145빌딩)",1648.0,206658.4354,462339.3516,37.66341969488784,127.07625107471557
웰니스 동물병원,02-949-0975,0.0,서울특별시 노원구 월계동 333-1번지 월계이마트,"서울특별시 노원구 마들로3길 15, 월계이마트 2층 (월계동)",1906.0,205391.0704,458333.9892,37.62734056922862,127.06185806117327
닥터스종합동물병원,02-905-7588,0.0,서울특별시 노원구 월계동 292-59 상천빌딩1층,"서울특별시 노원구 월계로 336, 상천빌딩 1층 (월계동)",1885.0,205036.7653,458534.5589,37.62914964332212,127.05784581090866
미래동물병원,949-5975,0.0,서울특별시 노원구 공릉동 94-6 13통7반 301호,서울특별시 노원구 공릉로 168 (공릉동),1818.0,206999.1284,458076.0204,37.625005605324475,127.08007189831707
우리들동물종합병원,979-8275,0.0,서울특별시 노원구 중계동 512 시영2단지상가 116호,"서울특별시 노원구 동일로 1280, 116호 (중계동, 시영2단지상가)",1782.0,205805.6216,460041.3395,37.64272091539423,127.06656755715404
당고개동물병원,02-932-7582,0.0,서울특별시 노원구 상계동 71-225번지 23통5반,서울특별시 노원구 덕릉로 810-1 (상계동),1646.0,207362.5866,463118.0592,37.67043030804372,127.08423943084588
참사랑동물병원,02-938-1122,0.0,서울특별시 노원구 중계동 366-10 중원코아빌딩 101호,"서울특별시 노원구 한글비석로 272, 101호 (중계동, 중원코아빌딩)",1720.0,206777.8824,461042.6371,37.65173577231777,127.07759291968415
참동물병원,952-0089,0.0,서울특별시 노원구 상계동 2-1 부영(아) 109-1903,"서울특별시 노원구 동일로 1530 (상계동, 다모아빌딩)",1674.0,205053.3028,462521.779,37.66507343829933,127.05806037723914
한강동물병원,935-7588,0.0,서울특별시 노원구 상계동 430-13번지,서울특별시 노원구 노원로34길 76 (상계동),1679.0,205760.0702,462233.0448,37.66246790978464,127.06606852730738
청담동물병원,02-543-4037,75.36,서울특별시 강남구 논현동 95-16번지 논현빌딩,"서울특별시 강남구 도산대로50길 13, 논현빌딩 3층 (논현동)",6055.0,203262.2602,446597.0724,37.521602325031004,127.03769143688956
수피아동물병원,971-7511,0.0,서울특별시 노원구 공릉동 441-152 1층,"서울특별시 노원구 동일로192길 87, 1층 (공릉동)",1833.0,206777.4829,458375.202,37.627702811963786,127.07756389490798
강남25동물병원,02-545-8575,0.0,서울특별시 강남구 논현동 90-6 로이빌딩,"서울특별시 강남구 학동로 235, 로이빌딩 (논현동)",6053.0,203025.9848,445930.4496,37.51559687021108,127.03501597438752
논현동물병원,02-3442-3785,0.0,서울특별시 강남구 논현동 181-8 1층,"서울특별시 강남구 강남대로118길 47, 1층 (논현동)",6119.0,202300.5409,445031.9401,37.50750336948762,127.02680758576162
시마동물병원,908-7585,0.0,서울특별시 노원구 상계동 749-5 상계주공4단지아파트,"서울특별시 노원구 동일로 1356, 상가동 2층 201호 (상계동, 상계주공4단지아파트)",1756.0,205421.1488,460856.2642,37.650065510544586,127.0622172762928
보라매동물병원,02-885-2130,33.0,서울특별시 관악구 봉천동 971-14번지 1층,"서울특별시 관악구 봉천로 239, 1층 (봉천동)",8722.0,193595.0709,443043.5504,37.48956806160944,126.92836620360009
한성동물병원,02-872-7609,93.93,서울특별시 관악구 신림동 409-165번지,서울특별시 관악구 신림로 265 (신림동),8844.0,193902.7301,441786.171,37.47824116887025,126.93185551333448
양지동물병원,02-874-3535,0.0,서울특별시 관악구 봉천동 959-9 제이에스빌딩,"서울특별시 관악구 남부순환로191길 6, 제이에스빌딩 1층 (봉천동)",8756.0,194128.5428,442576.9376,37.48536746064944,126.93440208561134
신림종합동물병원,02-877-5599,95.32,서울특별시 관악구 신림동 395-53,서울특별시 관악구 신림로 157-1 (신림동),8846.0,193994.5136,441211.9563,37.47306809103915,126.93289790922084
러브펫종합동물병원,02-837-8875,0.0,서울특별시 관악구 신림동 564-3,서울특별시 관악구 남부순환로 1429 (신림동),8766.0,191931.6769,442114.4556,37.481183777426196,126.9095679933552
행복한동물병원,02-887-7179,0.0,서울특별시 관악구 봉천동 464-38번지,서울특별시 관악구 은천로 121 (봉천동),8729.0,195403.1855,442745.3153,37.486891851718774,126.94881296998417
늘푸른동물병원,02-857-7572,50.2,서울특별시 관악구 신림동 727-21 1층,"서울특별시 관악구 난곡로 223-1, 1층 (신림동)",8864.0,192579.0392,441340.8809,37.4742193289569,126.91689494395257
하비동물병원,2038-9980,0.0,서울특별시 도봉구 창동 75-4,"서울특별시 도봉구 노해로65길 14, 1층, 지층 (창동, 영일빌딩)",1405.0,204036.7622,461074.8346,37.65204180338087,127.0465311758127
방학동물외과센터,3494-0075,0.0,서울특별시 도봉구 방학동 653-17 3층,"서울특별시 도봉구 도봉로 723, 3층 (방학동)",1350.0,203742.0445,462967.4277,37.66909479887194,127.04320100091503
이로동물의료센터,02-887-1575,228.9,서울특별시 관악구 신림동 10-631,"서울특별시 관악구 남부순환로 1678, 1, 2층 (신림동)",8780.0,194342.2638,442448.5633,37.4842121554185,126.9368195529698
트윈스동물병원,906-7575,235.34,서울특별시 도봉구 창동 650-11번지,서울특별시 도봉구 도봉로110다길 20 (창동),1459.0,202904.724,460332.7189,37.645359717527406,127.03370016632414
해봄동물병원,954-6990,0.0,서울특별시 도봉구 도봉동 62-43번지 도봉투웨니퍼스트2단지,"서울특별시 도봉구 도봉로180길 28, 도봉투웨니퍼스트2단지 (도봉동)",1320.0,204120.9863,464460.3965,37.682544425492615,127.04750440685234
태일동물치과병원,997-0075,392.72,서울특별시 도봉구 쌍문동 45-8,서울특별시 도봉구 해등로 184 (쌍문동),1394.0,203144.6232,461728.7315,37.65793667322339,127.03642431837343
더블유동물병원,02-883-0007,0.0,서울특별시 관악구 봉천동 622-74번지,서울특별시 관악구 은천로 85 (봉천동),8715.0,195041.4663,442764.574,37.487063477571525,126.94472291985937
와우 동물병원,02-375-1963,0.0,서울특별시 마포구 성산동 200-24번지,서울특별시 마포구 월드컵북로 167 (성산동),3948.0,191960.9939,451640.6958,37.56701487574165,126.9097944392788
날으는 동물병원,02-2135-2225,0.0,서울특별시 마포구 공덕동 222-2 공덕 메디힐스 지하1층,"서울특별시 마포구 마포대로11길 35, 공덕 메디힐스 지하1층 (공덕동)",4142.0,195703.3497,449630.3603,37.54892727350471,126.9521660599951
서울동물복지지원센터 동물병원,02-2124-2832,0.0,서울특별시 마포구 상암동 1648 S-PLEX CENTER 지하1층,"서울특별시 마포구 매봉산로 31, S-PLEX CENTER 지하1층 (상암동)",3909.0,190217.0443,452599.6324,37.57563777531616,126.89004184345632
형제동물의료센터,02-889-0575,51.66,서울특별시 관악구 봉천동 923-23,서울특별시 관악구 남부순환로 1747-1 (봉천동),8757.0,194993.1797,442244.2661,37.482375236354926,126.9441805297806
DS동물병원,02-837-0837,95.0,서울특별시 관악구 신림동 1668-14번지 1층,"서울특별시 관악구 조원중앙로 3, 1층 (신림동)",8768.0,191443.3148,442021.6776,37.480343421753176,126.90404764836155
와우종합동물병원,02-866-0880,28.8,서울특별시 관악구 신림동 763-20번지,서울특별시 관악구 난곡로 247 (신림동),8864.0,192478.5287,441550.9271,37.47611102931908,126.91575651325167
서울허브동물병원,02-875-7579,79.91,서울특별시 관악구 봉천동 870-13 신원메트로빌,"서울특별시 관악구 남부순환로 1811, 신원메트로빌 (봉천동)",8758.0,195635.738,442172.892,37.48173545672868,126.95144585717911
서진동물병원,02-887-2165,122.5,서울특별시 관악구 신림동 1429-2,서울특별시 관악구 봉천로 236 (신림동),8707.0,193522.1385,442996.3449,37.48914222678798,126.92754195533887
프렌즈동물병원,02-874-7585,39.48,서울특별시 관악구 봉천동 34-51번지,서울특별시 관악구 관악로 223 (봉천동),8744.0,195961.3646,442517.6411,37.48484315233397,126.95512550807845
예일동물병원,02-832-0081,0.0,서울특별시 관악구 신림동 1429-3,서울특별시 관악구 봉천로 232 (신림동),8707.0,193493.6282,443007.5278,37.489242782403345,126.92721948321297
관악동물종합병원,02-883-2733,0.0,서울특별시 관악구 봉천동 1665-4번지,서울특별시 관악구 남부순환로 1859 (봉천동),8739.0,196083.0284,441997.2148,37.48015463740461,126.95650392259373
서울대학교 수의과대학 동물병원,02-880-8661,1963.64,서울특별시 관악구 신림동 149,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826.0,195663.0526,440670.3827,37.46819794450585,126.9517636531515
나눔 양한방 동물병원,02-888-0976,0.0,서울특별시 관악구 봉천동 1656-22,서울특별시 관악구 남부순환로 1964 (봉천동),8793.0,196997.4536,441478.6305,37.47548566846194,126.96684445957717
아이러브펫동물병원,02-597-8985,0.0,서울특별시 관악구 남현동 612-51 남현프라자,"서울특별시 관악구 과천대로 909, 남현프라자 (남현동)",8808.0,198374.4733,441033.513,37.4714786895654,126.9824129285572
조아동물병원,028071616,36.3,서울특별시 금천구 독산동 1102-5,"서울특별시 금천구 금하로1라길 35, 1층 (독산동)",8600.0,190230.72,439076.4732,37.45379496462346,126.89037747517806
24시 글로리 동물병원,02-855-8575,152.5,서울특별시 금천구 독산동 145-13,서울특별시 금천구 시흥대로 483 (독산동),8531.0,190933.4318,441622.9678,37.47674614847844,126.89828790880583
금천 24시 K동물의료센터,02-808-2475,129.6,서울특별시 금천구 시흥동 999-1,"서울특별시 금천구 시흥대로 251 (시흥동, 도일산호시티빌)",8614.0,191041.2382,439333.4213,37.45611833655831,126.89953472056764
세계로동물의료센터,02-868-3931,0.0,"서울특별시 관악구 신림동 526-9 1,2층","서울특별시 관악구 남부순환로 1497, 1,2층 (신림동)",8761.0,192592.2098,442270.7636,37.48259768862041,126.91703440661355
이층애 고양이동물병원,02-3142-7298,0.0,서울특별시 마포구 서교동 444-5,"서울특별시 마포구 월드컵로 46, 2층 (서교동)",4029.0,192175.3084,450127.1867,37.55338019417791,126.91223653274513
워너비 동물병원,02-322-1275,0.0,서울특별시 마포구 동교동 200-29,서울특별시 마포구 동교로 193 (동교동),3993.0,193083.1527,450606.6841,37.55770773581627,126.92250597223664
동물병원 닥터K,02-306-1259,0.0,서울특별시 마포구 상암동 115-11,"서울특별시 마포구 월드컵북로 347, 1층 (상암동)",3912.0,190490.4264,452676.5474,37.576333649939514,126.89313560028094
아프지말게 동물병원,02-307-3355,0.0,서울특별시 마포구 상암동 1655,"서울특별시 마포구 상암산로1길 24 (상암동, 월드컵파크 4단지 상가 113-2)",3907.0,190097.7918,452827.1506,37.57768639817598,126.88868877944981
굿모닝 동물병원,02-711-3375,0.0,서울특별시 마포구 염리동 164-4,"서울특별시 마포구 독막로 295 (염리동, 삼부골든타워106호)",4151.0,195162.1047,449161.45,37.54469971471943,126.94604432550499
웰케어동물병원,02-337-7575,0.0,서울특별시 마포구 서교동 447-2 이화빌딩,"서울특별시 마포구 월드컵북로 27, 이화빌딩 (서교동)",4001.0,192782.1114,450515.9007,37.556887458368934,126.9190998159802
웨스턴 동물의료센터,02-701-7580,1719.21,서울특별시 마포구 노고산동 40-56 웨스턴5빌딩,"서울특별시 마포구 신촌로 110, 웨스턴5빌딩 지하1층, 2층, 지상 1층, 2층, 3층, 4층, 5층, 6층, 지상 8층 (노고산동)",4101.0,194463.4253,450323.0059,37.55516124474624,126.93812947871007
암사동물병원,02-3426-5079,0.0,서울특별시 강동구 암사동 503-22 내호빌딩,"서울특별시 강동구 올림픽로 793, 내호빌딩 1층 (암사동)",5241.0,211233.0856,449979.0122,37.55201126670409,127.12790973504889
우리동생 동물병원,02-335-3333,0.0,서울특별시 마포구 성산동 17-23,서울특별시 마포구 월드컵북로12길 22 (성산동),3978.0,192487.7801,451087.7907,37.56203774992316,126.91576283180548
닥터 호오 동물병원,02-715-0075,0.0,서울특별시 마포구 용강동 494-68,"서울특별시 마포구 대흥로 24 (용강동, 서강빌딩(1~2층))",4162.0,194440.4949,448976.9837,37.543033571125314,126.93788028157817
24시 산들산들 동물병원,02-393-3588,0.0,서울특별시 마포구 아현동 424-14 영지빌딩,"서울특별시 마포구 마포대로16길 7, 영지빌딩 2층 (아현동)",4205.0,196089.3068,449857.4233,37.55097483479162,126.95653241907553
푸른숲 동물병원,02-335-7577,0.0,서울특별시 마포구 서교동 5-2번지,"서울특별시 마포구 월드컵로 98 (서교동, 서현빌딩 1층)",3996.0,191913.1931,450573.6712,37.55740069054376,126.90926523726795
라온동물병원,02-375-7575,0.0,서울특별시 마포구 성산동 94-4 성미빌딩,"서울특별시 마포구 월드컵북로 151, 성미빌딩 1층 (성산동)",3948.0,192051.8371,451527.7487,37.56599803097275,126.91082392523752
행복한동물병원,996-8275,38.8,서울특별시 도봉구 창동 749-16번지,"서울특별시 도봉구 도봉로 618, 108호 (창동)",1397.0,203616.9937,461894.6986,37.65943028859932,127.04177839609889
365동물병원,02-6402-0365,0.0,서울특별시 도봉구 방학동 713-35,서울특별시 도봉구 방학로 54 (방학동),1335.0,204021.3916,462287.5116,37.66296777743905,127.04636356820244
