사업장명,소재지전화,소재지면적,소재지전체주소,도로명전체주소,도로명우편번호,좌표정보(x),좌표정보(y),경도,위도,
재송동물병원,784-0079,84.9,부산광역시 해운대구 재송동 1059-3,"부산광역시 해운대구 재반로 117-1, 2층 (재송동)",48054,393617.9119,189822.8846,126.8855898,37.04133655,37.04133655
성심동물병원,704-7540,0,부산광역시 해운대구 좌동 1327-5번지 10통송강빌딩,"부산광역시 해운대구 좌동순환로 308, 3층 (좌동)",48110,398779.0602,187679.4036,126.8614084,37.08782139,37.08782139
해운대 케이 동물병원,704-7582,0,부산광역시 해운대구 우동 641-7,"부산광역시 해운대구 해운대로 580, 4층 (우동)",48094,396290.775,186797.7446,126.8515346,37.06538586,37.06538586
반송동물병원,545-0041,0,부산광역시 해운대구 반송동 257-248번지,부산광역시 해운대구 아랫반송로 11-1 (반송동),48017,395445.9279,193925.8128,126.9316997,37.0578456,37.0578456
훈 동물병원,051-554-0010,89.2,부산광역시 동래구 명륜동 676-112,"부산광역시 동래구 명륜로 194, 1층 (명륜동)",47747,389597.477,192179.4203,126.9121234,37.00512802,37.00512802
유성준동물병원,051-555-4813,153.8,부산광역시 동래구 수안동 568번지,"부산광역시 동래구 명륜로 90 (수안동, 호원메디컬)",47814,389730.5437,191213.3798,126.9012669,37.00631866,37.00631866
온천동물병원,051-505-4088,51.4,부산광역시 동래구 온천동 1266-4번지,부산광역시 동래구 아시아드대로 207 (온천동),47852,388057.9041,191229.0182,126.9014621,36.99124535,36.99124535
노블동물병원,051-982-2580,172.17,부산광역시 동래구 사직동 64-24,"부산광역시 동래구 아시아드대로 160, 1층 (사직동)",47842,388037.5021,190778.6013,126.8964021,36.99105718,36.99105718
사직삼보동물병원,051-504-1813,87.4,부산광역시 동래구 사직동 28-15,부산광역시 동래구 사직북로63번길 11 (사직동),47860,387322.6727,190886.3262,126.897621,36.98461634,36.98461634
한사랑동물병원,051-555-8300,72.6,부산광역시 동래구 명륜동 429-17,부산광역시 동래구 명륜로98번길 1 (명륜동),47814,389677.7442,191267.8055,126.9018791,37.00584335,37.00584335
동양축산병원,051-552-3002,0,부산광역시 동래구 명륜동 618-5 천일 스카이원,"부산광역시 동래구 명륜로 151, 108호 (명륜동, 천일 스카이원)",47735,389492.3806,191769.8257,126.9075221,37.00417742,37.00417742
초원동물병원,051-525-1275,66,부산광역시 동래구 안락동 469-8,부산광역시 동래구 명장로 150 (안락동),47794,392296.4456,190840.0906,126.8970412,37.02943834,37.02943834
레알피부전문동물병원,051-524-8275,140.56,부산광역시 동래구 안락동 946-7,부산광역시 동래구 반송로 243 (안락동),47754,391075.3324,191261.0795,126.9017873,37.01843801,37.01843801
바른동물병원,051-531-7582,114.1,부산광역시 동래구 안락동 64-1번지,부산광역시 동래구 충렬대로 488 (안락동),47905,392221.1881,190383.5461,126.8919105,37.02875558,37.02875558
뉴욕동물병원,051-555-2119,259.5,부산광역시 동래구 수안동 4-17,"부산광역시 동래구 명륜로 65, 1층 (수안동)",47818,389735.5106,190957.4117,126.8983906,37.00636099,37.00636099
자연동물병원,051-506-7975,165,부산광역시 동래구 사직동 42-1,부산광역시 동래구 사직로70번길 50 (사직동),47864,387331.3603,190631.6142,126.8947596,36.98469213,36.98469213
동래종합동물병원,,0,부산광역시 동래구 온천동 402-21번지 22통4반 105호,"부산광역시 동래구 금강로 69, 105호 (온천동)",47706,389072.9541,192669.6585,126.9176371,37.00040509,37.00040509
학산동물병원,051-557-7577,0,부산광역시 동래구 복천동 177-2번지,부산광역시 동래구 동래로147번길 6 (복천동),47802,389989.7061,191486.2968,126.9043307,37.00865668,37.00865668
스카이동물병원,051-506-8875,0,부산광역시 동래구 온천동 1440-1,"부산광역시 동래구 충렬대로 160, 1층 (온천동)",47824,389112.3373,191433.4406,126.9037467,37.00074955,37.00074955
재생동물병원,051-555-4130,0,부산광역시 동래구 낙민동 288-58,부산광역시 동래구 충렬대로 268-1 (낙민동),47878,390130.9977,191048.9997,126.8994151,37.0099259,37.0099259
안락동물병원,051-556-8747,121.3,부산광역시 동래구 안락동 756-57번지,부산광역시 동래구 안연로98번길 4 (안락동),47894,391004.4886,190526.7084,126.8935349,37.01779246,37.01779246
한양종합동물병원,051-527-8742,48,부산광역시 동래구 명장동 29-4,부산광역시 동래구 반송로 265 (명장동),47752,391225.7738,191419.5697,126.9035668,37.0197952,37.0197952
온누리 동물의료센터,055-274-7525,219,경상남도 창원시 성산구 상남동 2-7 금탑빌딩 1층,"경상남도 창원시 성산구 원이대로 676 (상남동,금탑빌딩 1층)",,353518.9122,192850.9444,126.9200084,36.67999277,36.67999277
호박동물병원,296-4400,0,경상남도 창원시 마산회원구 합성동 121-11,,,,,,,
아이파크 동물병원,055-222-2475,194.48,경상남도 창원시 마산합포구 해운동 67-9 2층,"경상남도 창원시 마산합포구 해안대로 49, 2층 (해운동)",51745,342365.6166,188021.9532,126.8661504,36.57942713,36.57942713
펫유동물병원,055-295-5014,143.7,경상남도 창원시 마산회원구 양덕동 77-4 206~207호,경상남도 창원시 마산회원구 양덕서로 47 (양덕동),51317,343903.2328,193380.2318,126.9260136,36.59333694,36.59333694
미래펫 동물병원,055-262-7590,50.25,경상남도 창원시 성산구 반림동 17-2 반송빌딩 103호,"경상남도 창원시 성산구 원이대로473번길 28, 103호 (반림동,반송빌딩)",,352035.0799,194236.7549,126.9355256,36.66662947,36.66662947
창원시축산농협 동물병원,055-253-3867,0,경상남도 창원시 의창구 동읍 월잠리 519,경상남도 창원시 의창구 동읍 동읍로 332,51116,351511.3058,201471.4186,127.01646,36.66192538,36.66192538
신대방동물메디컬,055-263-2600,91.5,경상남도 창원시 성산구 대방동 366-4 신대방빌딩,"경상남도 창원시 성산구 창이대로881번길 11, 신대방빌딩 1층 101,102호 (대방동)",51465,355489.0517,191119.3773,126.9006109,36.69773356,36.69773356
O.K 동물병원,546-7588,0,경상남도 창원시 진해구 여좌동 796-6,경상남도 창원시 진해구 충장로 143-1 (여좌동),51694,351907.9453,184949.0887,126.8316256,36.66538214,36.66538214
회원동물메디컬센터,055-247-4819,283.83,경상남도 창원시 마산회원구 회원동 403-3,경상남도 창원시 마산회원구 회원남1길 49 (회원동),51295,342898.2138,192158.4955,126.912369,36.58427005,36.58427005
대방동물병원,055-275-0076,46.02,경상남도 창원시 성산구 중앙동 95-3 공성상가,"경상남도 창원시 성산구 용지로 90, 공성상가 1층 10호 (중앙동)",51515,352667.0905,192885.8583,126.920407,36.67231619,36.67231619
강애동물병원,055-262-5152,0,경상남도 창원시 성산구 안민동 72 한솔프라자 204호,"경상남도 창원시 성산구 안민안길 20, 2층 204호 (안민동, 한솔프라자)",51548,354021.936,188796.9472,126.8746405,36.68448704,36.68448704
가람동물병원,055-292-7375,0,경상남도 창원시 마산회원구 합성동 134-2,경상남도 창원시 마산회원구 3·15대로 846 (합성동),51356,344584.1692,195159.0988,126.945891,36.59948449,36.59948449
사랑으로동물병원,055-253-7507,0,경상남도 창원시 마산회원구 합성동 129-12,경상남도 창원시 마산회원구 합성서1길 157 (합성동),51209,344251.6299,194884.2703,126.9428213,36.59648608,36.59648608
진북동물병원,055-271-7271,14.4,경상남도 창원시 마산합포구 진북면 영학리 211-5,경상남도 창원시 마산합포구 진북면 학동로 537-48,51786,330971.0784,184558.1404,126.8276718,36.47668457,36.47668457
창생동물병원,055-299-0075,0,경상남도 창원시 마산회원구 석전동 265-57,경상남도 창원시 마산회원구 3·15대로 593 (석전동),51314,343177.2437,193121.3951,126.9231272,36.58679221,36.58679221
고려동물병원,055-238-6520,0,경상남도 창원시 의창구 봉곡동 31-3,경상남도 창원시 의창구 지귀로 16 (봉곡동),51176,350075.8103,195194.527,126.9462526,36.64897727,36.64897727
산호동물병원,055-247-7202,106,경상남도 창원시 마산합포구 산호동 47-24,"경상남도 창원시 마산합포구 용마로 32, 1층 (산호동)",51332,344212.0711,192585.4089,126.9171272,36.59611447,36.59611447
부산동물병원,055-243-8104,91.56,경상남도 창원시 마산합포구 상남동 162-166,경상남도 창원시 마산합포구 3·15대로 437 (상남동),51273,343423.5442,191607.2898,126.9062034,36.58899985,36.58899985
창원동물병원,055-238-5457,0,경상남도 창원시 의창구 봉곡동 36-7,경상남도 창원시 의창구 원이대로 277 (봉곡동),51176,350161.2871,194976.3155,126.9438114,36.64974648,36.64974648
마산가축병원,055-255-5459,0,경상남도 창원시 마산회원구 회성동 443-1,경상남도 창원시 마산회원구 회성남5길 3 (회성동),51311,341594.5276,193852.2648,126.9313077,36.5725331,36.5725331
이화동물병원,055-245-8499,0,경상남도 창원시 마산합포구 상남동 178-2,경상남도 창원시 마산합포구 3·15대로 424 (상남동),51335,343433.3966,191457.8111,126.9045327,36.58908732,36.58908732
정다운동물병원,055-262-8275,0,경상남도 창원시 성산구 사파동 11-4,경상남도 창원시 성산구 비음로4번길 38 (사파동),51454,354592.042,193164.7266,126.9235098,36.6896664,36.6896664
현대동물병원,055-224-2214,0,경상남도 창원시 마산합포구 해운동 64-1,경상남도 창원시 마산합포구 해안대로 25 (해운동),51744,342164.6584,187934.7279,126.8651788,36.57761492,36.57761492
상아 동물메디컬,055-277-7161,0,경상남도 창원시 의창구 도계동 404-2,경상남도 창원시 의창구 태복산로3번길 39 (도계동),51166,348860.2698,196326.8358,126.9589229,36.63802746,36.63802746
통영동물병원,645-3637,0,경상남도 통영시 서호동 177-152 통영동물병원,"경상남도 통영시 중앙로 88, 통영동물병원 (서호동)",53055,329696.4755,150134.0965,126.4435989,36.4640246,36.4640246
충무수산동물병원,055-644-4901,0,경상남도 통영시 정량동 1369번지 한창썬라이즈 105호,"경상남도 통영시 정동4길 5, 105호 (정량동, 한창썬라이즈)",53050,331020.8212,150518.0822,126.4477986,36.47597972,36.47597972
우리동물병원,055-644-8801,319.15,경상남도 통영시 정량동 1376-3번지,경상남도 통영시 장좌로 49 (정량동),53050,330831.3082,150250.9456,126.4448298,36.47425797,36.47425797
쿨펫동물병원,055-646-1318,0,경상남도 통영시 광도면 죽림리 1566-2번지 이마트 2층,"경상남도 통영시 광도면 죽림4로 9, 이마트 2층",53013,329522.9771,155160.7041,126.4996936,36.46270927,36.46270927
현대수산동물병원,055-643-0114,44.64,경상남도 통영시 정량동 1373-9,경상남도 통영시 정동2길 57 (정량동),53050,330789.5558,150366.0706,126.4461171,36.47388766,36.47388766
사하라동물병원,055-642-0275,168.66,경상남도 통영시 무전동 1015-4 101호,"경상남도 통영시 무전대로 6, 1층 101호 (무전동)",53045,329907.5372,152205.7009,126.4666998,36.46603225,36.46603225
탑동물병원,055-649-7275,75.77,경상남도 통영시 봉평동 159-12번지 마스터글래스,"경상남도 통영시 운하1길 8, 마스터글래스 (봉평동)",53070,329271.9899,149028.15,126.4312873,36.46014091,36.46014091
사랑애완동물병원,055-648-7582,88.06,경상남도 통영시 광도면 죽림리 1567-2 해피데이 102호,"경상남도 통영시 광도면 죽림4로 8, 해피데이 102호",53020,329358.6407,155074.8396,126.4987451,36.46122421,36.46122421
센텀동물병원,055-642-7507,0,경상남도 통영시 무전동 1056-22번지,경상남도 통영시 무전1길 64-24 (무전동),53035,330000.3277,152304.1128,126.4677922,36.46687339,36.46687339
한강동물병원,055-241-5005,69,경상남도 창원시 마산합포구 해운동 17-2,경상남도 창원시 마산합포구 월영남로 7 (해운동),51752,341923.6776,187661.2145,126.8621264,36.5754396,36.5754396
이솝동물병원,055-293-8833,136.78,경상남도 창원시 의창구 소답동 113-20,경상남도 창원시 의창구 의안로 4 (소답동),51199,347701.8871,197049.1595,126.9670051,36.62759024,36.62759024
경상동물병원,055-263-5144,63.18,경상남도 창원시 성산구 상남동 1-5 대한상가 104호,"경상남도 창원시 성산구 원이대로 656, 104호 (상남동,대한상가)",,353347.2265,192964.2042,126.9212773,36.67844634,36.67844634
웰빙동물병원,055-262-1209,33.13,경상남도 창원시 성산구 상남동 45-1 스카이웰빙파크,"경상남도 창원시 성산구 동산로 122, 스카이웰빙파크동 109-2호 (상남동)",51499,353991.9298,192136.2332,126.9120066,36.68425009,36.68425009
24시 팔용feel동물병원,055-255-1275,96.6,경상남도 창원시 의창구 팔용동 42-36 녹주빌딩 102~104호,"경상남도 창원시 의창구 평산로 102 (팔용동, 녹주빌딩 102~104호)",51389,347363.2182,195963.1449,126.9548636,36.62453405,36.62453405
삼계동물병원,055-232-0075,90,경상남도 창원시 마산회원구 내서읍 호계리 790-124 코오롱그랜드쇼핑,"경상남도 창원시 마산회원구 내서읍 호계본동로 17-2, 코오롱그랜드쇼핑 206호",51215,338340.7739,196858.6873,126.9649135,36.54322342,36.54322342
경남유우동물병원,293-9509,0,경상남도 창원시 의창구 동읍 용잠리 396-1,경상남도 창원시 의창구 동읍 용잠로 30-6,51132,353468.0049,199068.9173,126.9895821,36.67956039,36.67956039
용원동물병원,055-543-7523,71.8,경상남도 창원시 진해구 용원동 1265-4,경상남도 창원시 진해구 용원로 36-1 (용원동),,365262.658,179336.0404,126.7684719,36.7856312,36.7856312
도그플러스 동물병원,055-276-8275,0,경상남도 창원시 의창구 팔용동 30-3 삼성홈플러스 지하1층,"경상남도 창원시 의창구 창원대로 415 (팔용동,삼성홈플러스 지하1층)",,349554.5313,193997.8236,126.932872,36.64427255,36.64427255
용동물CTMRI의료센터,,293.96,경상남도 창원시 성산구 상남동 34-2 이정빌딩,"경상남도 창원시 성산구 단정로 10, 이정빌딩 201,202호 (상남동)",51503,353028.9634,192555.5829,126.9167084,36.67557496,36.67557496
필유동물메디컬센터,055-543-0022,0,경상남도 창원시 진해구 이동 464-2 필유동물메디컬센터,"경상남도 창원시 진해구 진해대로776번길 33, 필유동물메디컬센터 2층 (이동)",51659,354643.9919,185380.17,126.8363959,36.69004676,36.69004676
한솔동물병원,055-551-0706,47.04,경상남도 창원시 진해구 석동 141-10,경상남도 창원시 진해구 냉천로 65 (석동),,355229.1672,185010.0007,126.832242,36.69531472,36.69531472
새마산동물병원,055-246-1749,0,경상남도 창원시 마산합포구 상남동 1-65,경상남도 창원시 마산합포구 북성로 89 (상남동),,342910.9309,191784.936,126.9081942,36.58438152,36.58438152
The행복한동물병원,055-242-8988,69,경상남도 창원시 마산회원구 내서읍 호계리 177-7 호계리치프라자 102호,"경상남도 창원시 마산회원구 내서읍 호원로 311, 1층 102호 (호계리치프라자)",51214,338505.0743,196826.9106,126.9645579,36.54470407,36.54470407
조항일동물병원,544-9900,100.07,경상남도 창원시 진해구 석동 543-2 화남빌딩 104호,"경상남도 창원시 진해구 진해대로 757, 화남빌딩 104호 (석동)",51586,354681.4509,185822.1068,126.8413407,36.69039104,36.69039104
창원메디컬동물병원,055-282-0119,0,경상남도 창원시 성산구 상남동 35-6 신우주차빌딩 103호,"경상남도 창원시 성산구 마디미로73번길 25, 103호 (상남동, 신우주차빌딩)",51503,353173.4802,192460.8521,126.9156471,36.67687664,36.67687664
쿨펫동물병원,544-8400,78.97,경상남도 창원시 진해구 석동 543-5 롯데마트 2층,"경상남도 창원시 진해구 진해대로 762 (석동,롯데마트 2층)",,354711.6975,185657.6596,126.8394999,36.69066116,36.69066116
스카이동물병원,055-273-0075,173.63,경상남도 창원시 성산구 상남동 45-1 스카이웰빙파크,"경상남도 창원시 성산구 동산로 122, 스카이웰빙파크 211호 (상남동)",51499,353991.9298,192136.2332,126.9120066,36.68425009,36.68425009
한일동물병원,055-225-7585,69.9,경상남도 창원시 마산회원구 양덕동 12-14 1층,"경상남도 창원시 마산회원구 양덕로 170, 1층 (양덕동)",51363,343963.1697,193807.6649,126.9307904,36.59387999,36.59387999
길동물병원,055-274-0075,0,경상남도 창원시 성산구 성주동 127 성주빌딩 206호,경상남도 창원시 성산구 삼정자로43번길 8 (성주동),51473,355752.5248,190177.4507,126.8900658,36.70009877,36.70009877
서울동물병원,055-274-1400,65.52,"경상남도 창원시 성산구 남양동 8 남양종합상가 108,109,110호","경상남도 창원시 성산구 가음로13번길 33, 남양종합상가 108,109,110호 (남양동)",51484,354810.9375,191750.4752,126.9076813,36.69162792,36.69162792
이든 동물메디컬,,0,경상남도 창원시 성산구 상남동 26-3,경상남도 창원시 성산구 마디미서로 46 (상남동),51496,353014.9752,192653.2237,126.917801,36.67544965,36.67544965
펫츠올 동물의료원,055-240-5800,480.5,경상남도 창원시 마산합포구 신포동1가 65-8,"경상남도 창원시 마산합포구 해안대로 283, 1층 (신포동1가)",51719,343137.9552,189991.2433,126.8881463,36.58641043,36.58641043
우리동물병원,055-609-7582,129.31,경상남도 창원시 의창구 팔용동 104-3 화성빌딩,"경상남도 창원시 의창구 팔용로 425, 화성빌딩 201호 (팔용동)",51377,346648.5215,196239.9722,126.9579623,36.61809408,36.61809408
가온동물의료센터,055-274-7575,0,경상남도 창원시 성산구 가음동 37-7,"경상남도 창원시 성산구 가음로 88, 101호 (가음동)",51490,355013.5129,190902.2113,126.8981861,36.69344584,36.69344584
위드펫동물병원,0552964400,50,경상남도 창원시 마산회원구 합성동 130-25,경상남도 창원시 마산회원구 3·15대로 809 (합성동),51209,344297.0639,194948.5377,126.9435393,36.59689589,36.59689589
진해동물의료센터,0555510011,225.04,경상남도 창원시 진해구 자은동 854-6 3층,"경상남도 창원시 진해구 진해대로 920, 3층 (자은동)",51647,355462.7376,184475.6735,126.8262575,36.69741113,36.69741113
유니온동물의료센터,055-288-5055,0,"경상남도 창원시 의창구 도계동 원이대로56번길 2-35 (1,2층), 원이대로56번길 2-39 (1층)","경상남도 창원시 의창구 원이대로56번길 2-35, 1,2층 (도계동)",51381,348508.3615,196658.8897,126.9626378,36.63485717,36.63485717
대산서울동물병원,,37.25,경상남도 창원시 의창구 대산면 제동리 821-2 2층,"경상남도 창원시 의창구 대산면 주남로 540-15, 2층",51124,355243.8699,204910.4895,127.0549551,36.69555272,36.69555272
도그플러스 동물병원 마산점,055-252-0075,92.6,경상남도 창원시 마산회원구 양덕동 151-1 삼성홈플러스 6층,"경상남도 창원시 마산회원구 삼호로 56, 삼성홈플러스 6층 (양덕동)",51320,344300.2568,192639.5151,126.9177311,36.59690965,36.59690965
남양종합동물병원,0552615435,,경상남도 창원시 성산구 남양동 23 개나리3차아파트상가 107호,"경상남도 창원시 성산구 대정로 102, 개나리3차아파트상가 107호 (남양동)",51480,355099.6715,191434.6751,126.904144,36.69422727,36.69422727
하늘동물병원,055-604-1100,,경상남도 창원시 성산구 가음동 16 창원더샵센트럴파크2단지 213동 204호,"경상남도 창원시 성산구 원이대로863번길 19, 213(상가)동 204호 (가음동, 창원더샵센트럴파크2단지)",51485,354602.5457,191313.9088,126.9027981,36.68974596,36.68974596
참좋은 동물병원,055-264-7507,0,경상남도 창원시 성산구 중앙동 86-5,경상남도 창원시 성산구 용지로121번길 1 (중앙동),51514,352769.5993,193187.5831,126.9237818,36.67324224,36.67324224
감계동물병원,055-291-8275,0,경상남도 창원시 의창구 북면 감계리 236-5,경상남도 창원시 의창구 북면 감계로110번길 54-31,51112,345013.91,201411.141,127.0157738,36.60336872,36.60336872
24시 창원2차동물의료원,055-266-7975,510,경상남도 창원시 의창구 명서동 199-7,"경상남도 창원시 의창구 창이대로113번길 8, 1,2층 (명서동)",51388,350085.7538,194915.2349,126.9431288,36.64906543,36.64906543
메트로동물병원,055-253-0075,105.45,경상남도 창원시 마산회원구 양덕동 84-14,"경상남도 창원시 마산회원구 삼호로 80, 210동 1층 102,103호 (양덕동, 메트로시티2단지)",51319,344258.6291,192909.7195,126.9207516,36.59653653,36.59653653
서울동물병원,,29.75,경상남도 창원시 마산합포구 진북면 지산리 245-33,"경상남도 창원시 마산합포구 진북면 지산1길 19, 1층",51794,333702.9216,180513.8596,126.7824699,36.50123158,36.50123158
바른동물병원,,,경상남도 창원시 마산회원구 내서읍 삼계리 22-2 삼미상가,"경상남도 창원시 마산회원구 내서읍 삼계6길 42, 삼미상가 1층 101호",51236,336776.9167,193788.6809,126.9306361,36.52911416,36.52911416
덕산동물의료센터,055-551-0825,323.8,경상남도 창원시 진해구 덕산동 560-11 한길학원,"경상남도 창원시 진해구 덕산로36번길 16, 1~2층 (덕산동)",51648,355184.5175,184135.1945,126.8224528,36.69489813,36.69489813
용동물메디컬센터,,175.85,경상남도 창원시 성산구 상남동 34-2 이정빌딩,"경상남도 창원시 성산구 단정로 10, 이정빌딩 302호 (상남동)",51503,353028.9634,192555.5829,126.9167084,36.67557496,36.67557496
아이처럼 동물병원,,0,경상남도 창원시 성산구 중앙동 89-3 키다리빌딩,"경상남도 창원시 성산구 용지로133번길 5, 키다리빌딩 102호 (중앙동)",51514,352807.357,193312.9241,126.9251838,36.67358341,36.67358341
경일 동물병원,055-297-1919,60,경상남도 창원시 마산회원구 회성동 449-9,경상남도 창원시 마산회원구 북성로 347 (회성동),51311,341908.9068,193809.7244,126.9308299,36.57536614,36.57536614
마린동물병원,055-544-8500,86.2,경상남도 창원시 진해구 풍호동 305-8,"경상남도 창원시 진해구 충장로657번길 35, 201호 (풍호동, 창원마린푸르지오2단지)",51628,355486.2313,182914.2587,126.8087823,36.69759608,36.69759608
센텀동물병원,055-541-0075,31.7,경상남도 창원시 진해구 여좌동 925-40,"경상남도 창원시 진해구 여좌로 8 (여좌동, 센텀종합동물병원)",51694,351730.4989,185016.8907,126.8323876,36.66378402,36.66378402
다올동물병원,0555477552,110.48,경상남도 창원시 진해구 용원동 1205-5 1층,"경상남도 창원시 진해구 안골로 354-1, 1층 (용원동)",51605,364991.744,179682.5081,126.7723611,36.7831972,36.7831972
마리동물병원,055-232-2642,0,경상남도 창원시 마산회원구 내서읍 삼계리 26-4 201호,"경상남도 창원시 마산회원구 내서읍 삼계6길 12, 201호",51236,336791.2181,193629.8908,126.9288627,36.52924201,36.52924201
동인동물메디컬센터,055-552-7980,110.16,경상남도 창원시 진해구 안골동 371-5,경상남도 창원시 진해구 안골로 277 (안골동),51609,364762.2102,179289.7512,126.7679668,36.78112013,36.78112013
데파트 동물병원,055-251-8800,125.49,경상남도 창원시 마산합포구 중앙동3가 2-3 경남데파트,"경상남도 창원시 마산합포구 3·15대로 255, 경남데파트 (중앙동3가)",51257,342643.9786,190207.3528,126.8905677,36.58196076,36.58196076
아랑동물병원,055-552-3071,101.2,경상남도 창원시 진해구 용원동 1269-6 1층,"경상남도 창원시 진해구 용원남로73번길 9, 1층 (용원동)",51610,365289.8183,179301.7998,126.7680875,36.78587522,36.78587522
무안동물병원,352-0135,0,경상남도 밀양시 무안면 무안리 818-36 2통,경상남도 밀양시 무안면 사명로 485-1,50408,349790.7578,219991.4377,127.2235885,36.64621058,36.64621058
종합동물병원,055-353-7001,19.36,경상남도 밀양시 내이동 1177-9번지,경상남도 밀양시 내이4길 5 (내이동),50423,358076.3752,223557.0919,127.263722,36.72080045,36.72080045
대웅동물병원,353-6666,0,경상남도 밀양시 내이동 725-5번지,경상남도 밀양시 중앙로 384-1 (내이동),50428,358810.0075,223222.6231,127.2599999,36.72742026,36.72742026
혜성동물병원,353-1632,0,경상남도 밀양시 내이동 1569-13번지,경상남도 밀양시 백민로7길 9-6 (내이동),50422,358483.7678,223614.7189,127.2643797,36.72447049,36.72447049
가야동물병원,352-4663,453.75,경상남도 밀양시 내이동 1559-22번지,경상남도 밀양시 백민로 101-1 (내이동),50423,358293.3908,223835.305,127.2668433,36.72274928,36.72274928
경남동물병원,356-3100,0,경상남도 밀양시 내일동 644번지,경상남도 밀양시 남천강변로 43-4 (내일동),50430,358874.4669,222734.0273,127.2545316,36.728013,36.728013
밀양축협동물병원,351-2728,156.6,경상남도 밀양시 삼문동 226-5,경상남도 밀양시 중앙로 264-6 (삼문동),50436,359315.8775,222204.8997,127.2486203,36.73200356,36.73200356
참좋은동물병원,055-351-3581,0,경상남도 밀양시 내이동 1051번지,경상남도 밀양시 밀양대로 1896 (내이동),50423,358253.9251,222868.2662,127.256016,36.72241739,36.72241739
더조은동물병원,248-7582,136.08,울산광역시 울주군 범서읍 천상리 639-6,"울산광역시 울주군 범서읍 천상중앙길 47, 더조은동물병원 1층",44931,402223.2502,231600.8952,127.3556137,37.11840682,37.11840682
원동물병원,264-7872,22.75,울산광역시 울주군 언양읍 서부리 232-1번지,"울산광역시 울주군 언양읍 웃방천5길 14, 바동 104호 (서부상가)",44944,391270.1869,231944.3553,127.3590132,37.01969159,37.01969159
초록동물병원,052-262-6114,148.7,울산광역시 울주군 삼남면 교동리 1499-264번지,울산광역시 울주군 삼남면 상평강변길 3,44947,392265.5738,231268.6629,127.3514607,37.02868433,37.02868433
온양 발리동물병원,052-239-7585,0,울산광역시 울주군 온양읍 발리 1311번지 온양서희스타힐스,울산광역시 울주군 온양읍 보곡3길 40 (온양서희스타힐스),44976,408257.1255,214729.8141,127.1658786,37.17319868,37.17319868
와우동물병원,225-0075,0,울산광역시 울주군 언양읍 동부리 370-15번지,울산광역시 울주군 언양읍 읍성로 135,44938,392401.1956,232134.5749,127.3611992,37.02987727,37.02987727
서울산 동물병원,,32.37,울산광역시 울주군 언양읍 서부리 265-2,"울산광역시 울주군 언양읍 방천4길 19-9, 서울산 동물병원 1층 101호",44945,391580.374,231645.4986,127.3556675,37.02249698,37.02249698
남창미르동물병원,052-238-7511,58,울산광역시 울주군 온양읍 대안리 567-4,"울산광역시 울주군 온양읍 대운길 12, 남창미르동물병원",44978,407047.4201,214885.5845,127.1676087,37.16229496,37.16229496
BB동물병원,052-211-7599,0,울산광역시 울주군 범서읍 구영리 386-1번지,울산광역시 울주군 범서읍 점촌6길 5,44925,403304.2445,232196.9548,127.3623677,37.1281278,37.1281278
MK동물병원,,0,울산광역시 울주군 온산읍 덕신리 561번지,울산광역시 울주군 온산읍 덕신로 250,45005,409585.8342,217298.3277,127.1948343,37.18512827,37.18512827
언양동물병원,,0,울산광역시 울주군 두동면 봉계리 925-2번지,울산광역시 울주군 두동면 구미월평로 787,44914,399694.1951,247100.8615,127.5298747,37.09496544,37.09496544
제일동물병원,052-262-4888,0,울산광역시 울주군 삼남면 교동리 355-7번지,울산광역시 울주군 삼남면 중평로 79,,392264.0614,231197.4418,127.3506601,37.02867307,37.02867307
벧엘동물병원,052-262-6797,0,울산광역시 울주군 두동면 봉계리 525번지 봉계재래시장 203호,"울산광역시 울주군 두동면 계명3길 9, 봉계재래시장 203호",44914,398939.8395,248151.2859,127.5416429,37.08811437,37.08811437
대동동물병원,052-262-1076,0,울산광역시 울주군 언양읍 동부리 133-3번지,울산광역시 울주군 언양읍 동부8길 19-6,44941,392734.5626,231524.1954,127.3543525,37.03290211,37.03290211
울산축협동물병원,052-264-6708,0,울산광역시 울주군 언양읍 서부리,"울산광역시 울주군 언양읍 읍성로 20, 나동 1층",44946,391938.0204,231649.6757,127.3557295,37.0257198,37.0257198
통일동물병원,268-9074,0,울산광역시 울주군 청량읍 상남리 577-1번지,울산광역시 울주군 청량읍 덕하장터길 7,44984,409171.5224,223786.2137,127.2678947,37.18125204,37.18125204
박동물병원,,0,울산광역시 울주군 언양읍 태기리 693-7,울산광역시 울주군 언양읍 태기길 23-6,44935,393590.5449,234262.7986,127.3851745,37.0405199,37.0405199
중산동물병원,,0,울산광역시 울주군 삼남면 교동리 1555-1번지 울산 교동 리슈빌아파트 상가2층 202호,"울산광역시 울주군 삼남면 향교로 164, 2층 202호 (울산 교동 리슈빌아파트)",44949,391566.8817,231231.8495,127.351018,37.02238924,37.02238924
박지호 동물병원,,0,울산광역시 울주군 삼남면 방기리 176-6번지,울산광역시 울주군 삼남면 하방로 27,44955,389524.6529,224884.2421,127.27961,37.00417494,37.00417494
라인동물병원,,0,울산광역시 울주군 삼남면 신화리 1481-29번지,"울산광역시 울주군 삼남면 중남로 72, 3층",44953,391184.6147,228477.6967,127.3200498,37.01903191,37.01903191
